species.name,dataset,dataset.name,Sub.Activity,UID,Consequence.Score
Pacific Cod ,eco_fish_pacificcod_phmasyn_m,pacificcod,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Pacific Ocean perch ,eco_fish_pacificoceanperch_syn_m,pacificoceanperch,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Walleye Pollock ,eco_fish_pollock_syn_m,pollock,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Bocaccio,eco_fish_rockfishbocaccio_ccira_d,rockfishbocaccio,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Bocaccio,eco_fish_rockfishbocaccio_phmasyn_m,rockfishbocaccio,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Canary Rockfish,eco_fish_rockfishcanary_ccira_d,rockfishcanary,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Canary Rockfish,eco_fish_rockfishcanary_phmasyn_m,rockfishcanary,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
China rockfish,eco_fish_rockfishchina_ccira_d,rockfishchina,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
China rockfish,eco_fish_rockfishchina_phma_m,rockfishchina,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Copper rockfish,eco_fish_rockfishcopper_phmasyn_m,rockfishcopper,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Darkblotched rockfish,eco_fish_rockfishdarkblotched_syn_m,rockfishdarkblotched,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Greenstriped rockfish,eco_fish_rockfishgreenstriped_phmasyn_m,rockfishgreenstriped,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Quillback Rockfish,eco_fish_rockfishquillback_ccira_d,rockfishquillback,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Quillback Rockfish,eco_fish_rockfishquillback_phmasyn_m,rockfishquillback,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Redstripe rockfish,eco_fish_rockfishredstripe_syn_m,rockfishredstripe,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Rosethorn rockfish,eco_fish_rockfishrosethorn_ccira_d,rockfishrosethorn,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Rosethorn rockfish,eco_fish_rockfishrosethorn_phmasyn_m,rockfishrosethorn,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Rougheye/Blackspotted Rockfish,eco_fish_rockfishrougheyeblackspotted_phmasyn_m,rockfishrougheyeblackspotted,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Shortraker rockfish,eco_fish_rockfishshortraker_phmasyn_m,rockfishshortraker,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Silvergray rockfish,eco_fish_rockfishsilvergray_ccira_d,rockfishsilvergray,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Silvergray rockfish,eco_fish_rockfishsilvergray_phmasyn_m,rockfishsilvergray,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Tiger rockfish,eco_fish_rockfishtiger_ccira_d,rockfishtiger,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Tiger rockfish,eco_fish_rockfishtiger_phma_m,rockfishtiger,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Vermillion rockfish,eco_fish_rockfishvermilion_phma_m,rockfishvermilion,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Widow rockfish,eco_fish_rockfishwidow_syn_m,rockfishwidow,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_ccira_d,rockfishyelloweye,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_phmasyn_m,rockfishyelloweye,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Yellowmouth rockfish ,eco_fish_rockfishyellowmouth_phmasyn_m,rockfishyellowmouth,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Yellowtail rockfish ,eco_fish_rockfishyellowtail_phmasyn_m,rockfishyellowtail,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Longspine Thornyhead,eco_fish_thornyheadlongspine_syn_m,thornyheadlongspine,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Shortspine Thornyhead,eco_fish_thornyheadshortspine_syn_m,thornyheadshortspine,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Dungeness crab ,eco_inverts_dungeness_ia_d,dungeness,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Dungeness crab ,eco_inverts_dungeness_records_d,dungeness,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Deepwater grooved tanner crab,eco_inverts_tannercrabdeep_sab_d,tannercrabdeep,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Blue Whale,eco_mammals_bluewhale_ia_d,bluewhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
California sea lion,eco_mammals_californiasealion_haulouts_d,californiasealion,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Dall's Porpoise,eco_mammals_dallsporpoise_density_d,dallsporpoise,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Fin whale,eco_mammals_finwhale_density_d,finwhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Fin whale,eco_mammals_finwhale_hsi_d,finwhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Northern fur seal,eco_mammals_furseal_ia_d,furseal,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Grey Whale,eco_mammals_greywhale_density_d,greywhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Grey Whale,eco_mammals_greywhale_migrationroute_d,greywhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Harbour porpoise,eco_mammals_harbourporpoise_density_d,harbourporpoise,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Harbour seal,eco_mammals_harbourseal_haulouts_m,harbourseal,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Humpback Whale,eco_mammals_humpbackwhale_ch_d,humpbackwhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Humpback Whale,eco_mammals_humpbackwhale_density_d,humpbackwhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ch_d,killerwhaleresident,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ia_d,killerwhaleresident,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_potentialch_d,killerwhaleresident,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Orca NE Pacific Transients,eco_mammals_killerwhaletransient_hsi_d,killerwhaletransient,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Minke whale,eco_mammals_minkewhale_density_d,minkewhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Higher Potential
Northern Right Whale Dolphin,eco_mammals_northernrightwhaledolphin_density_d,northernrightwhaledolphin,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Pacific white-sided dolphin,eco_mammals_pacificwhitesideddolphin_density_d,pacificwhitesideddolphin,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Sea otter,eco_mammals_seaotter_ia_d,seaotter,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Sea otter,eco_mammals_seaotter_modeledhabitat_d,seaotter,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Sei whale,eco_mammals_seiwhale_ia_d,seiwhale,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Higher Potential
Steller sea lion,eco_mammals_stellersealion_hauloutswinter_m,stellersealion,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Steller sea lion,eco_mammals_stellersealion_hauloutsyearround_m,stellersealion,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Steller sea lion,eco_mammals_stellersealion_rookeries_m,stellersealion,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Eelgrass,eco_plants_eelgrass_biobands_d,eelgrass,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Eelgrass,eco_plants_eelgrass_polygons_d,eelgrass,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Eelgrass,eco_plants_eelgrass_prioritypolygons_d,eelgrass,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Surfgrass,eco_plants_surfgrass_biobands_d,surfgrass,MotorizedRecBoating,hu_re_motorizedrecreationalboating_motorizedrecboating_d,Potential
Ancient Murrelet,eco_birds_ancientmurrelet_colonies_d,ancientmurrelet,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Black Oystercatcher,eco_birds_blackoystercatcher_nestingsites_d,blackoystercatcher,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Cassin's Auklet,eco_birds_cassinsauklet_colonies_d,cassinsauklet,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Common Murre,eco_birds_commonmurre_colonies_d,commonmurre,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Goose/Swan,eco_birds_gooseswan_density_m,gooseswan,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Goose/Swan,eco_birds_gooseswan_densitywinter_m,gooseswan,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Gulls,eco_birds_gull_density_m,gull,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Gulls,eco_birds_gull_densitywinter_m,gull,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Great Blue Heron,eco_birds_heron_densitywinter_m,heron,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Great Blue Heron,eco_birds_heron_nestsforaging_m,heron,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Horned Puffin,eco_birds_hornedpuffin_colonies_d,hornedpuffin,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Loon/Grebe,eco_birds_loongrebe_density_d,loongrebe,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Loon/Grebe,eco_birds_loongrebe_densitywinter_d,loongrebe,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Murres/Large Alcids,eco_birds_murrelgalcid_density_d,murrelgalcid,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Murres/Large Alcids,eco_birds_murrelgalcid_densitywinter_d,murrelgalcid,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Storm Petrel,eco_birds_petrelphalarope_density_d,petrelphalarope,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Pigeon Guillemot,eco_birds_pigeonguillemot_colonies_d,pigeonguillemot,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Pigeon Guillemot,eco_birds_pigeonguillemot_density_m,pigeonguillemot,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Puffins,eco_birds_puffin_density_d,puffin,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Rhinoceros Auklet,eco_birds_rhinocerosauklet_colonies_d,rhinocerosauklet,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
"Sea duck, unspecified",eco_birds_seaduck_densitymoulting_d,seaduck,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitystaging_d,seaduck,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitywinter_d,seaduck,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_keysites_d,seaduck,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Shearwaters and Fulmars,eco_birds_shearwaterfulmar_density_d,shearwaterfulmar,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Shorebird (rocky),eco_birds_shorebirdrock_density_d,shorebirdrock,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Shorebird (sand),eco_birds_shorebirdsand_density_d,shorebirdsand,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Shorebird (sand),eco_birds_shorebirdsand_keysites_d,shorebirdsand,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Potential
Small Alcids,eco_birds_smallalcid_density_d,smallalcid,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Small Alcids,eco_birds_smallalcid_densitywinter_d,smallalcid,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Storm Petrel,eco_birds_stormpetrel_colonies_d,stormpetrel,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Thick-billed Murre,eco_birds_thickbilledmurre_colonies_d,thickbilledmurre,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Tufted Puffin,eco_birds_tuftedpuffin_colonies_d,tuftedpuffin,NonMotorizedRecBoating,hu_re_nonmotorizedrecreationalboating_nonmotorizedrecboating_d,Higher Potential
Estuaries,eco_areas_estuaries_polygons_d,estuaries,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Black Oystercatcher,eco_birds_blackoystercatcher_nestingsites_d,blackoystercatcher,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Brandt's cormorant,eco_birds_brandtscormorant_colonies_d,brandtscormorant,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Unspecified Cormorant  ,eco_birds_cormorant_density_m,cormorant,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Unspecified Cormorant  ,eco_birds_cormorant_densitywinter_m,cormorant,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Loon/Grebe,eco_birds_loongrebe_density_d,loongrebe,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Loon/Grebe,eco_birds_loongrebe_densitywinter_d,loongrebe,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Marbled Murrelet,eco_birds_mamu_density_d,mamu,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Marbled Murrelet,eco_birds_mamu_densitywinter_d,mamu,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Pelagic cormorant,eco_birds_pelagiccormorant_colonies_d,pelagiccormorant,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitymoulting_d,seaduck,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitystaging_d,seaduck,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitywinter_d,seaduck,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_keysites_d,seaduck,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Shorebird (rocky),eco_birds_shorebirdrock_density_d,shorebirdrock,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Shorebird (sand),eco_birds_shorebirdsand_density_d,shorebirdsand,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Shorebird (sand),eco_birds_shorebirdsand_keysites_d,shorebirdsand,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Bottom Patches,eco_coarse_bottompatches_polygonssoft_d,bottompatches,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Blue Whale,eco_mammals_bluewhale_ia_d,bluewhale,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Fin whale,eco_mammals_finwhale_density_d,finwhale,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Fin whale,eco_mammals_finwhale_hsi_d,finwhale,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ch_d,killerwhaleresident,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ia_d,killerwhaleresident,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_potentialch_d,killerwhaleresident,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Orca NE Pacific Transients,eco_mammals_killerwhaletransient_hsi_d,killerwhaletransient,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Minke whale,eco_mammals_minkewhale_density_d,minkewhale,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Sei whale,eco_mammals_seiwhale_ia_d,seiwhale,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Phytoplankton,eco_plants_chlorophylla_bloom_d,chlorophylla,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Phytoplankton,eco_plants_chlorophylla_concentration_d,chlorophylla,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Potential
Eelgrass,eco_plants_eelgrass_biobands_d,eelgrass,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Eelgrass,eco_plants_eelgrass_polygons_d,eelgrass,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Eelgrass,eco_plants_eelgrass_prioritypolygons_d,eelgrass,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Surfgrass,eco_plants_surfgrass_biobands_d,surfgrass,OffBottom,hu_aq_shellfishaquaculture_offbottom_d,Negligible
Estuaries,eco_areas_estuaries_polygons_d,estuaries,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Great Blue Heron,eco_birds_heron_densitywinter_m,heron,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Great Blue Heron,eco_birds_heron_nestsforaging_m,heron,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Bottom patches,eco_coarse_bottompatches_polygonshard_d,bottompatches,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Bottom Patches,eco_coarse_bottompatches_polygonssoft_d,bottompatches,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Eulachon,eco_fish_eulachon_spawn_d,eulachon,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Eulachon,eco_fish_eulachon_summer_d,eulachon,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Pacific herring ,eco_fish_herring_ia_d,herring,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Pacific herring ,eco_fish_herring_spawn_d,herring,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Pacific salmon,eco_fish_salmon_biomass_d,salmon,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Chinook salmon,eco_fish_salmonchinook_diversity_d,salmonchinook,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Chum salmon,eco_fish_salmonchum_diversity_d,salmonchum,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Coho Salmon,eco_fish_salmoncoho_diversity_d,salmoncoho,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Pink salmon (even),eco_fish_salmonpinkeven_diversity_d,salmonpinkeven,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Pink salmon (odd),eco_fish_salmonpinkodd_diversity_d,salmonpinkodd,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Sockeye salmon,eco_fish_salmonsockeye_diversity_d,salmonsockeye,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Pacific Sand Lance,eco_fish_sandlance_syn_m,sandlance,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Butter clams,eco_inverts_clambutter_records_d,clambutter,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Horse clam,eco_inverts_clamhorse_records_d,clamhorse,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Littleneck clam,eco_inverts_clamlittleneck_records_d,clamlittleneck,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Razor clam,eco_inverts_clamrazor_ia_d,clamrazor,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Cockles,eco_inverts_cockle_records_d,cockle,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Geoduck,eco_inverts_geoduck_records_d,geoduck,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Ochre star,eco_inverts_seastarochre_records_d,seastarochre,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Sunflower sea star,eco_inverts_seastarsunflower_records_d,seastarsunflower,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Sponge,eco_inverts_spongehotspot_ccira,sponge,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
Sponge,eco_inverts_spongehotspot_ccira,sponge,SableTrapCom,hu_co_demersalfishing_sabletrapcom_d,Higher Potential
Sponge,eco_inverts_spongehotspot_ccira,sponge,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Green Urchin,eco_inverts_urchingreen_records_d,urchingreen,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Red Urchin,eco_inverts_urchinred_records_d,urchinred,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Blue Whale,eco_mammals_bluewhale_ia_d,bluewhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
California sea lion,eco_mammals_californiasealion_haulouts_d,californiasealion,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Dall's Porpoise,eco_mammals_dallsporpoise_density_d,dallsporpoise,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Fin whale,eco_mammals_finwhale_density_d,finwhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Fin whale,eco_mammals_finwhale_hsi_d,finwhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Northern fur seal,eco_mammals_furseal_ia_d,furseal,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Grey Whale,eco_mammals_greywhale_density_d,greywhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Grey Whale,eco_mammals_greywhale_migrationroute_d,greywhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Harbour porpoise,eco_mammals_harbourporpoise_density_d,harbourporpoise,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Harbour seal,eco_mammals_harbourseal_haulouts_m,harbourseal,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Humpback Whale,eco_mammals_humpbackwhale_ch_d,humpbackwhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Humpback Whale,eco_mammals_humpbackwhale_density_d,humpbackwhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ch_d,killerwhaleresident,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ia_d,killerwhaleresident,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_potentialch_d,killerwhaleresident,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Orca NE Pacific Transients,eco_mammals_killerwhaletransient_hsi_d,killerwhaletransient,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Minke whale,eco_mammals_minkewhale_density_d,minkewhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Northern Right Whale Dolphin,eco_mammals_northernrightwhaledolphin_density_d,northernrightwhaledolphin,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Pacific white-sided dolphin,eco_mammals_pacificwhitesideddolphin_density_d,pacificwhitesideddolphin,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Sei whale,eco_mammals_seiwhale_ia_d,seiwhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Sperm Whale,eco_mammals_spermwhale_density_d,spermwhale,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Negligible
Steller sea lion,eco_mammals_stellersealion_hauloutswinter_m,stellersealion,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Steller sea lion,eco_mammals_stellersealion_hauloutsyearround_m,stellersealion,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
Steller sea lion,eco_mammals_stellersealion_rookeries_m,stellersealion,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Potential
